,mean reward,Fail Probability,method
0,298700,10,Supervisory+RL
1,238700,10,Supervisory+RL
2,238700,10,Supervisory+RL
3,298700,10,Supervisory+RL
4,238700,10,Supervisory+RL
5,238700,10,Supervisory+RL
6,298700,10,Supervisory+RL
7,298700,10,Supervisory+RL
8,298700,10,Supervisory+RL
9,298700,10,Supervisory+RL
10,178700,10,Supervisory+RL
11,298700,10,Supervisory+RL
12,238700,10,Supervisory+RL
13,178700,10,Supervisory+RL
14,178700,10,Supervisory+RL
15,298700,10,Supervisory+RL
16,238700,10,Supervisory+RL
17,298700,10,Supervisory+RL
18,238700,10,Supervisory+RL
19,238700,10,Supervisory+RL
20,296640,20,Supervisory+RL
21,297670,20,Supervisory+RL
22,296640,20,Supervisory+RL
23,296640,20,Supervisory+RL
24,294580,20,Supervisory+RL
25,297670,20,Supervisory+RL
26,296640,20,Supervisory+RL
27,297670,20,Supervisory+RL
28,296640,20,Supervisory+RL
29,298700,20,Supervisory+RL
30,297670,20,Supervisory+RL
31,296640,20,Supervisory+RL
32,296640,20,Supervisory+RL
33,297670,20,Supervisory+RL
34,297670,20,Supervisory+RL
35,298700,20,Supervisory+RL
36,296640,20,Supervisory+RL
37,297670,20,Supervisory+RL
38,298700,20,Supervisory+RL
39,298700,20,Supervisory+RL
40,295610,30,Supervisory+RL
41,297670,30,Supervisory+RL
42,296640,30,Supervisory+RL
43,295610,30,Supervisory+RL
44,298700,30,Supervisory+RL
45,298700,30,Supervisory+RL
46,297670,30,Supervisory+RL
47,293550,30,Supervisory+RL
48,294580,30,Supervisory+RL
49,293550,30,Supervisory+RL
50,297670,30,Supervisory+RL
51,295610,30,Supervisory+RL
52,292520,30,Supervisory+RL
53,291490,30,Supervisory+RL
54,293550,30,Supervisory+RL
55,296640,30,Supervisory+RL
56,289430,30,Supervisory+RL
57,292520,30,Supervisory+RL
58,290460,30,Supervisory+RL
59,295610,30,Supervisory+RL
60,291490,40,Supervisory+RL
61,294580,40,Supervisory+RL
62,296640,40,Supervisory+RL
63,294580,40,Supervisory+RL
64,289430,40,Supervisory+RL
65,294580,40,Supervisory+RL
66,290460,40,Supervisory+RL
67,288400,40,Supervisory+RL
68,292520,40,Supervisory+RL
69,286340,40,Supervisory+RL
70,293550,40,Supervisory+RL
71,295610,40,Supervisory+RL
72,293550,40,Supervisory+RL
73,287370,40,Supervisory+RL
74,296640,40,Supervisory+RL
75,294580,40,Supervisory+RL
76,294580,40,Supervisory+RL
77,293550,40,Supervisory+RL
78,291490,40,Supervisory+RL
79,290460,40,Supervisory+RL
80,197240,50,Supervisory+RL
81,191060,50,Supervisory+RL
82,186940,50,Supervisory+RL
83,187970,50,Supervisory+RL
84,190030,50,Supervisory+RL
85,170460,50,Supervisory+RL
86,187970,50,Supervisory+RL
87,176640,50,Supervisory+RL
88,180760,50,Supervisory+RL
89,190030,50,Supervisory+RL
90,187970,50,Supervisory+RL
91,185910,50,Supervisory+RL
92,186940,50,Supervisory+RL
93,191060,50,Supervisory+RL
94,189000,50,Supervisory+RL
95,192090,50,Supervisory+RL
96,192090,50,Supervisory+RL
97,186940,50,Supervisory+RL
98,193120,50,Supervisory+RL
99,190030,50,Supervisory+RL
100,191060,60,Supervisory+RL
101,186940,60,Supervisory+RL
102,184880,60,Supervisory+RL
103,190030,60,Supervisory+RL
104,189000,60,Supervisory+RL
105,192090,60,Supervisory+RL
106,191060,60,Supervisory+RL
107,189000,60,Supervisory+RL
108,195180,60,Supervisory+RL
109,195180,60,Supervisory+RL
110,194150,60,Supervisory+RL
111,186940,60,Supervisory+RL
112,182820,60,Supervisory+RL
113,190030,60,Supervisory+RL
114,195180,60,Supervisory+RL
115,181790,60,Supervisory+RL
116,185910,60,Supervisory+RL
117,185910,60,Supervisory+RL
118,185910,60,Supervisory+RL
119,192090,60,Supervisory+RL
120,194150,70,Supervisory+RL
121,180760,70,Supervisory+RL
122,192090,70,Supervisory+RL
123,189000,70,Supervisory+RL
124,190030,70,Supervisory+RL
125,187970,70,Supervisory+RL
126,182820,70,Supervisory+RL
127,184880,70,Supervisory+RL
128,187970,70,Supervisory+RL
129,190030,70,Supervisory+RL
130,191060,70,Supervisory+RL
131,187970,70,Supervisory+RL
132,184880,70,Supervisory+RL
133,189000,70,Supervisory+RL
134,193120,70,Supervisory+RL
135,187970,70,Supervisory+RL
136,183850,70,Supervisory+RL
137,192090,70,Supervisory+RL
138,186940,70,Supervisory+RL
139,194150,70,Supervisory+RL
140,-700,80,Supervisory+RL
141,-700,80,Supervisory+RL
142,-120700,80,Supervisory+RL
143,39300,80,Supervisory+RL
144,79300,80,Supervisory+RL
145,-700,80,Supervisory+RL
146,-40700,80,Supervisory+RL
147,-40700,80,Supervisory+RL
148,-700,80,Supervisory+RL
149,-80700,80,Supervisory+RL
150,-700,80,Supervisory+RL
151,-700,80,Supervisory+RL
152,39300,80,Supervisory+RL
153,39300,80,Supervisory+RL
154,-40700,80,Supervisory+RL
155,-40700,80,Supervisory+RL
156,39300,80,Supervisory+RL
