,mean reward,Rejection Type 1 Probability,method
154,199300,40.0,Supervisory+RL
155,119300,40.0,Supervisory+RL
156,119300,40.0,Supervisory+RL
157,199300,40.0,Supervisory+RL
158,199300,40.0,Supervisory+RL
159,199300,40.0,Supervisory+RL
160,119300,40.0,Supervisory+RL
161,199300,40.0,Supervisory+RL
162,159300,40.0,Supervisory+RL
163,159300,40.0,Supervisory+RL
164,199300,40.0,Supervisory+RL
165,159300,40.0,Supervisory+RL
166,79300,40.0,Supervisory+RL
167,79300,40.0,Supervisory+RL
168,199300,40.0,Supervisory+RL
169,159300,40.0,Supervisory+RL
170,119300,40.0,Supervisory+RL
171,199300,40.0,Supervisory+RL
172,159300,40.0,Supervisory+RL
173,199300,40.0,Supervisory+RL
174,199300,40.0,Supervisory+RL
175,199300,40.0,Supervisory+RL
176,199300,40.0,Supervisory+RL
177,119300,40.0,Supervisory+RL
178,159300,40.0,Supervisory+RL
179,199300,40.0,Supervisory+RL
180,199300,40.0,Supervisory+RL
181,159300,40.0,Supervisory+RL
182,199300,40.0,Supervisory+RL
183,119300,40.0,Supervisory+RL
184,159300,40.0,Supervisory+RL
185,199300,40.0,Supervisory+RL
186,79300,40.0,Supervisory+RL
187,159300,40.0,Supervisory+RL
188,159300,40.0,Supervisory+RL
189,159300,40.0,Supervisory+RL
190,79300,40.0,Supervisory+RL
191,159300,40.0,Supervisory+RL
192,159300,40.0,Supervisory+RL
193,119300,40.0,Supervisory+RL
194,199300,40.0,Supervisory+RL
195,199300,40.0,Supervisory+RL
196,159300,40.0,Supervisory+RL
197,119300,40.0,Supervisory+RL
198,119300,40.0,Supervisory+RL
199,79300,40.0,Supervisory+RL
200,159300,50.0,Supervisory+RL
201,79300,50.0,Supervisory+RL
202,159300,50.0,Supervisory+RL
203,159300,50.0,Supervisory+RL
204,199300,50.0,Supervisory+RL
205,159300,50.0,Supervisory+RL
206,199300,50.0,Supervisory+RL
207,199300,50.0,Supervisory+RL
208,159300,50.0,Supervisory+RL
209,199300,50.0,Supervisory+RL
210,159300,50.0,Supervisory+RL
211,199300,50.0,Supervisory+RL
212,119300,50.0,Supervisory+RL
213,119300,50.0,Supervisory+RL
214,159300,50.0,Supervisory+RL
215,159300,50.0,Supervisory+RL
216,159300,50.0,Supervisory+RL
217,159300,50.0,Supervisory+RL
218,159300,50.0,Supervisory+RL
219,79300,50.0,Supervisory+RL
220,199300,50.0,Supervisory+RL
221,159300,50.0,Supervisory+RL
222,159300,50.0,Supervisory+RL
223,159300,50.0,Supervisory+RL
224,159300,50.0,Supervisory+RL
225,119300,50.0,Supervisory+RL
226,159300,50.0,Supervisory+RL
227,159300,50.0,Supervisory+RL
228,119300,50.0,Supervisory+RL
229,159300,50.0,Supervisory+RL
230,199300,50.0,Supervisory+RL
231,159300,50.0,Supervisory+RL
232,159300,50.0,Supervisory+RL
233,79300,50.0,Supervisory+RL
234,199300,50.0,Supervisory+RL
235,79300,50.0,Supervisory+RL
236,199300,50.0,Supervisory+RL
237,199300,50.0,Supervisory+RL
238,119300,50.0,Supervisory+RL
239,199300,50.0,Supervisory+RL
240,159300,50.0,Supervisory+RL
241,199300,50.0,Supervisory+RL
242,199300,50.0,Supervisory+RL
243,199300,50.0,Supervisory+RL
244,79300,50.0,Supervisory+RL
245,159300,50.0,Supervisory+RL
246,159300,50.0,Supervisory+RL
247,159300,50.0,Supervisory+RL
248,159300,50.0,Supervisory+RL
249,199300,50.0,Supervisory+RL
250,199300,60.0,Supervisory+RL
251,79300,60.0,Supervisory+RL
252,159300,60.0,Supervisory+RL
253,159300,60.0,Supervisory+RL
254,119300,60.0,Supervisory+RL
255,199300,60.0,Supervisory+RL
256,199300,60.0,Supervisory+RL
257,159300,60.0,Supervisory+RL
258,79300,60.0,Supervisory+RL
259,199300,60.0,Supervisory+RL
260,159300,60.0,Supervisory+RL
261,159300,60.0,Supervisory+RL
262,199300,60.0,Supervisory+RL
263,199300,60.0,Supervisory+RL
264,159300,60.0,Supervisory+RL
265,159300,60.0,Supervisory+RL
266,159300,60.0,Supervisory+RL
267,159300,60.0,Supervisory+RL
268,199300,60.0,Supervisory+RL
269,159300,60.0,Supervisory+RL
270,159300,60.0,Supervisory+RL
271,199300,60.0,Supervisory+RL
272,199300,60.0,Supervisory+RL
273,159300,60.0,Supervisory+RL
274,159300,60.0,Supervisory+RL
275,119300,60.0,Supervisory+RL
276,159300,60.0,Supervisory+RL
277,199300,60.0,Supervisory+RL
278,199300,60.0,Supervisory+RL
279,159300,60.0,Supervisory+RL
280,119300,60.0,Supervisory+RL
281,119300,60.0,Supervisory+RL
282,199300,60.0,Supervisory+RL
283,159300,60.0,Supervisory+RL
284,159300,60.0,Supervisory+RL
285,199300,60.0,Supervisory+RL
286,199300,60.0,Supervisory+RL
287,159300,60.0,Supervisory+RL
288,159300,60.0,Supervisory+RL
289,159300,60.0,Supervisory+RL
290,199300,60.0,Supervisory+RL
291,159300,60.0,Supervisory+RL
292,199300,60.0,Supervisory+RL
293,199300,60.0,Supervisory+RL
294,199300,60.0,Supervisory+RL
295,159300,60.0,Supervisory+RL
296,199300,60.0,Supervisory+RL
297,39300,60.0,Supervisory+RL
298,159300,60.0,Supervisory+RL
299,199300,60.0,Supervisory+RL
300,119300,70.0,Supervisory+RL
301,119300,70.0,Supervisory+RL
302,159300,70.0,Supervisory+RL
303,159300,70.0,Supervisory+RL
304,159300,70.0,Supervisory+RL
305,119300,70.0,Supervisory+RL
306,199300,70.0,Supervisory+RL
307,199300,70.0,Supervisory+RL
308,199300,70.0,Supervisory+RL
309,199300,70.0,Supervisory+RL
310,159300,70.0,Supervisory+RL
311,199300,70.0,Supervisory+RL
312,159300,70.0,Supervisory+RL
313,119300,70.0,Supervisory+RL
314,159300,70.0,Supervisory+RL
315,199300,70.0,Supervisory+RL
316,119300,70.0,Supervisory+RL
317,199300,70.0,Supervisory+RL
318,159300,70.0,Supervisory+RL
319,79300,70.0,Supervisory+RL
320,159300,70.0,Supervisory+RL
321,159300,70.0,Supervisory+RL
322,199300,70.0,Supervisory+RL
323,159300,70.0,Supervisory+RL
324,119300,70.0,Supervisory+RL
325,119300,70.0,Supervisory+RL
326,119300,70.0,Supervisory+RL
327,199300,70.0,Supervisory+RL
328,159300,70.0,Supervisory+RL
329,199300,70.0,Supervisory+RL
330,199300,70.0,Supervisory+RL
331,159300,70.0,Supervisory+RL
332,79300,70.0,Supervisory+RL
333,159300,70.0,Supervisory+RL
334,199300,70.0,Supervisory+RL
335,39300,70.0,Supervisory+RL
336,79300,70.0,Supervisory+RL
337,199300,70.0,Supervisory+RL
338,199300,70.0,Supervisory+RL
339,119300,70.0,Supervisory+RL
340,159300,70.0,Supervisory+RL
341,159300,70.0,Supervisory+RL
342,119300,70.0,Supervisory+RL
343,119300,70.0,Supervisory+RL
344,119300,70.0,Supervisory+RL
345,199300,70.0,Supervisory+RL
346,119300,70.0,Supervisory+RL
347,119300,70.0,Supervisory+RL
348,199300,70.0,Supervisory+RL
349,199300,70.0,Supervisory+RL
350,119300,80.0,Supervisory+RL
351,159300,80.0,Supervisory+RL
352,199300,80.0,Supervisory+RL
353,159300,80.0,Supervisory+RL
354,199300,80.0,Supervisory+RL
355,159300,80.0,Supervisory+RL
356,79300,80.0,Supervisory+RL
357,199300,80.0,Supervisory+RL
358,199300,80.0,Supervisory+RL
359,79300,80.0,Supervisory+RL
360,199300,80.0,Supervisory+RL
361,159300,80.0,Supervisory+RL
362,159300,80.0,Supervisory+RL
363,119300,80.0,Supervisory+RL
364,119300,80.0,Supervisory+RL
365,159300,80.0,Supervisory+RL
366,119300,80.0,Supervisory+RL
367,159300,80.0,Supervisory+RL
368,159300,80.0,Supervisory+RL
369,199300,80.0,Supervisory+RL
370,119300,80.0,Supervisory+RL
371,199300,80.0,Supervisory+RL
372,199300,80.0,Supervisory+RL
373,159300,80.0,Supervisory+RL
374,79300,80.0,Supervisory+RL
375,199300,80.0,Supervisory+RL
376,159300,80.0,Supervisory+RL
377,159300,80.0,Supervisory+RL
378,159300,80.0,Supervisory+RL
379,199300,80.0,Supervisory+RL
380,159300,80.0,Supervisory+RL
381,159300,80.0,Supervisory+RL
382,199300,80.0,Supervisory+RL
383,159300,80.0,Supervisory+RL
384,159300,80.0,Supervisory+RL
385,199300,80.0,Supervisory+RL
386,199300,80.0,Supervisory+RL
387,159300,80.0,Supervisory+RL
388,199300,80.0,Supervisory+RL
389,119300,80.0,Supervisory+RL
390,199300,80.0,Supervisory+RL
391,119300,80.0,Supervisory+RL
392,159300,80.0,Supervisory+RL
393,119300,80.0,Supervisory+RL
394,79300,80.0,Supervisory+RL
395,79300,80.0,Supervisory+RL
396,199300,80.0,Supervisory+RL
397,199300,80.0,Supervisory+RL
398,119300,80.0,Supervisory+RL
399,159300,80.0,Supervisory+RL
400,199300,90.0,Supervisory+RL
401,199300,90.0,Supervisory+RL
402,199300,90.0,Supervisory+RL
403,159300,90.0,Supervisory+RL
404,119300,90.0,Supervisory+RL
405,199300,90.0,Supervisory+RL
406,199300,90.0,Supervisory+RL
407,119300,90.0,Supervisory+RL
408,119300,90.0,Supervisory+RL
409,119300,90.0,Supervisory+RL
410,199300,90.0,Supervisory+RL
411,159300,90.0,Supervisory+RL
412,159300,90.0,Supervisory+RL
413,119300,90.0,Supervisory+RL
414,159300,90.0,Supervisory+RL
415,199300,90.0,Supervisory+RL
416,119300,90.0,Supervisory+RL
417,199300,90.0,Supervisory+RL
418,159300,90.0,Supervisory+RL
419,119300,90.0,Supervisory+RL
420,199300,90.0,Supervisory+RL
421,199300,90.0,Supervisory+RL
422,199300,90.0,Supervisory+RL
423,119300,90.0,Supervisory+RL
424,199300,90.0,Supervisory+RL
425,159300,90.0,Supervisory+RL
426,39300,90.0,Supervisory+RL
427,199300,90.0,Supervisory+RL
428,199300,90.0,Supervisory+RL
429,159300,90.0,Supervisory+RL
430,199300,90.0,Supervisory+RL
431,79300,90.0,Supervisory+RL
432,199300,90.0,Supervisory+RL
433,199300,90.0,Supervisory+RL
434,159300,90.0,Supervisory+RL
435,199300,90.0,Supervisory+RL
436,159300,90.0,Supervisory+RL
437,159300,90.0,Supervisory+RL
438,119300,90.0,Supervisory+RL
439,199300,90.0,Supervisory+RL
440,199300,90.0,Supervisory+RL
441,199300,90.0,Supervisory+RL
442,199300,90.0,Supervisory+RL
443,199300,90.0,Supervisory+RL
444,159300,90.0,Supervisory+RL
445,159300,90.0,Supervisory+RL
446,199300,90.0,Supervisory+RL
447,79300,90.0,Supervisory+RL
448,159300,90.0,Supervisory+RL
449,159300,90.0,Supervisory+RL
450,219180,10.0,Supervisory
451,247970,10.0,Supervisory
452,198940,10.0,Supervisory
453,297670,10.0,Supervisory
454,208880,10.0,Supervisory
455,249000,10.0,Supervisory
456,268880,10.0,Supervisory
457,245910,10.0,Supervisory
458,198940,10.0,Supervisory
459,267850,10.0,Supervisory
460,278820,10.0,Supervisory
461,229120,10.0,Supervisory
462,98940,10.0,Supervisory
463,217790,10.0,Supervisory
464,268880,10.0,Supervisory
465,205910,10.0,Supervisory
466,267850,10.0,Supervisory
467,258940,10.0,Supervisory
468,207970,10.0,Supervisory
469,207850,10.0,Supervisory
470,196880,10.0,Supervisory
471,258940,10.0,Supervisory
472,188090,10.0,Supervisory
473,188090,10.0,Supervisory
474,218940,10.0,Supervisory
475,249000,10.0,Supervisory
476,199060,10.0,Supervisory
477,207970,10.0,Supervisory
478,228090,10.0,Supervisory
479,249000,10.0,Supervisory
480,218940,10.0,Supervisory
481,239060,10.0,Supervisory
482,268880,10.0,Supervisory
483,239060,10.0,Supervisory
484,189120,10.0,Supervisory
485,229120,10.0,Supervisory
486,217790,10.0,Supervisory
487,239060,10.0,Supervisory
488,189000,10.0,Supervisory
489,249000,10.0,Supervisory
490,187970,10.0,Supervisory
491,198940,10.0,Supervisory
492,109120,10.0,Supervisory
493,197910,10.0,Supervisory
494,287730,10.0,Supervisory
495,249000,10.0,Supervisory
496,239060,10.0,Supervisory
497,227060,10.0,Supervisory
498,217910,10.0,Supervisory
499,278820,10.0,Supervisory
500,256880,20.0,Supervisory
501,257910,20.0,Supervisory
502,179180,20.0,Supervisory
503,137910,20.0,Supervisory
504,268880,20.0,Supervisory
505,178030,20.0,Supervisory
506,217910,20.0,Supervisory
507,247970,20.0,Supervisory
508,147850,20.0,Supervisory
509,168760,20.0,Supervisory
510,249000,20.0,Supervisory
511,189000,20.0,Supervisory
512,288760,20.0,Supervisory
513,239060,20.0,Supervisory
514,257910,20.0,Supervisory
515,247970,20.0,Supervisory
516,137910,20.0,Supervisory
517,239060,20.0,Supervisory
518,178150,20.0,Supervisory
519,178030,20.0,Supervisory
520,239060,20.0,Supervisory
521,198030,20.0,Supervisory
522,247970,20.0,Supervisory
523,218820,20.0,Supervisory
524,147850,20.0,Supervisory
525,178030,20.0,Supervisory
526,169120,20.0,Supervisory
527,257910,20.0,Supervisory
528,258940,20.0,Supervisory
529,198030,20.0,Supervisory
530,129120,20.0,Supervisory
531,178150,20.0,Supervisory
532,257910,20.0,Supervisory
533,179180,20.0,Supervisory
534,238030,20.0,Supervisory
535,218940,20.0,Supervisory
536,129000,20.0,Supervisory
537,147970,20.0,Supervisory
538,189000,20.0,Supervisory
539,237000,20.0,Supervisory
540,198030,20.0,Supervisory
541,157790,20.0,Supervisory
542,78940,20.0,Supervisory
543,207850,20.0,Supervisory
544,239060,20.0,Supervisory
545,209000,20.0,Supervisory
546,179060,20.0,Supervisory
547,268880,20.0,Supervisory
548,197910,20.0,Supervisory
549,147850,20.0,Supervisory
550,184880,30.0,Supervisory
551,237000,30.0,Supervisory
552,245910,30.0,Supervisory
553,198030,30.0,Supervisory
554,139060,30.0,Supervisory
555,207850,30.0,Supervisory
556,175970,30.0,Supervisory
557,187970,30.0,Supervisory
558,159180,30.0,Supervisory
559,179060,30.0,Supervisory
560,167060,30.0,Supervisory
561,246940,30.0,Supervisory
562,67970,30.0,Supervisory
563,207970,30.0,Supervisory
564,119060,30.0,Supervisory
565,77910,30.0,Supervisory
566,198940,30.0,Supervisory
567,169120,30.0,Supervisory
568,149000,30.0,Supervisory
569,206820,30.0,Supervisory
570,185910,30.0,Supervisory
571,196880,30.0,Supervisory
572,86820,30.0,Supervisory
573,238030,30.0,Supervisory
574,174940,30.0,Supervisory
575,199060,30.0,Supervisory
576,245910,30.0,Supervisory
577,137910,30.0,Supervisory
578,237000,30.0,Supervisory
579,179060,30.0,Supervisory
580,136880,30.0,Supervisory
581,196880,30.0,Supervisory
582,208880,30.0,Supervisory
583,125000,30.0,Supervisory
584,119060,30.0,Supervisory
585,117000,30.0,Supervisory
586,137910,30.0,Supervisory
587,153790,30.0,Supervisory
588,137000,30.0,Supervisory
589,206820,30.0,Supervisory
590,179060,30.0,Supervisory
591,197910,30.0,Supervisory
592,118030,30.0,Supervisory
593,177000,30.0,Supervisory
594,228090,30.0,Supervisory
595,247970,30.0,Supervisory
596,206820,30.0,Supervisory
597,186940,30.0,Supervisory
598,257910,30.0,Supervisory
599,208880,30.0,Supervisory
600,189000,40.0,Supervisory
601,129000,40.0,Supervisory
602,-940,40.0,Supervisory
603,137910,40.0,Supervisory
604,38030,40.0,Supervisory
605,87850,40.0,Supervisory
606,196880,40.0,Supervisory
607,256880,40.0,Supervisory
608,196880,40.0,Supervisory
609,-92150,40.0,Supervisory
610,157120,40.0,Supervisory
611,238030,40.0,Supervisory
612,129120,40.0,Supervisory
613,138940,40.0,Supervisory
614,26940,40.0,Supervisory
615,127970,40.0,Supervisory
616,178030,40.0,Supervisory
617,188090,40.0,Supervisory
618,57000,40.0,Supervisory
619,138940,40.0,Supervisory
620,136880,40.0,Supervisory
621,179060,40.0,Supervisory
622,256880,40.0,Supervisory
623,218940,40.0,Supervisory
624,27970,40.0,Supervisory
625,78030,40.0,Supervisory
626,219180,40.0,Supervisory
627,256880,40.0,Supervisory
628,148880,40.0,Supervisory
629,97120,40.0,Supervisory
630,216090,40.0,Supervisory
631,156760,40.0,Supervisory
632,246940,40.0,Supervisory
633,197910,40.0,Supervisory
634,178030,40.0,Supervisory
635,135850,40.0,Supervisory
636,216760,40.0,Supervisory
637,209240,40.0,Supervisory
638,239060,40.0,Supervisory
639,129000,40.0,Supervisory
640,196880,40.0,Supervisory
641,196880,40.0,Supervisory
642,159180,40.0,Supervisory
643,227060,40.0,Supervisory
644,117000,40.0,Supervisory
645,196880,40.0,Supervisory
646,176880,40.0,Supervisory
647,24760,40.0,Supervisory
648,147850,40.0,Supervisory
649,178030,40.0,Supervisory
650,124880,50.0,Supervisory
651,166030,50.0,Supervisory
652,138030,50.0,Supervisory
653,184880,50.0,Supervisory
654,129000,50.0,Supervisory
655,45670,50.0,Supervisory
656,137000,50.0,Supervisory
657,67970,50.0,Supervisory
658,172880,50.0,Supervisory
659,117000,50.0,Supervisory
660,138030,50.0,Supervisory
661,136880,50.0,Supervisory
662,185910,50.0,Supervisory
663,157790,50.0,Supervisory
664,125000,50.0,Supervisory
665,117000,50.0,Supervisory
666,147970,50.0,Supervisory
667,207850,50.0,Supervisory
668,177000,50.0,Supervisory
669,15850,50.0,Supervisory
670,6940,50.0,Supervisory
671,207850,50.0,Supervisory
672,189000,50.0,Supervisory
673,239060,50.0,Supervisory
674,157120,50.0,Supervisory
675,-24150,50.0,Supervisory
676,144760,50.0,Supervisory
677,-41970,50.0,Supervisory
678,72760,50.0,Supervisory
679,229120,50.0,Supervisory
680,69120,50.0,Supervisory
681,142700,50.0,Supervisory
682,129000,50.0,Supervisory
683,59060,50.0,Supervisory
684,159180,50.0,Supervisory
685,118150,50.0,Supervisory
686,139060,50.0,Supervisory
687,74820,50.0,Supervisory
688,196880,50.0,Supervisory
689,18030,50.0,Supervisory
690,133790,50.0,Supervisory
691,107060,50.0,Supervisory
692,138940,50.0,Supervisory
693,74820,50.0,Supervisory
694,119060,50.0,Supervisory
695,238030,50.0,Supervisory
696,15970,50.0,Supervisory
697,187970,50.0,Supervisory
698,85910,50.0,Supervisory
699,164640,50.0,Supervisory
700,69000,60.0,Supervisory
701,206820,60.0,Supervisory
702,204880,60.0,Supervisory
703,169120,60.0,Supervisory
704,167060,60.0,Supervisory
705,132880,60.0,Supervisory
706,234940,60.0,Supervisory
707,117000,60.0,Supervisory
708,166030,60.0,Supervisory
709,136880,60.0,Supervisory
710,124880,60.0,Supervisory
711,-82090,60.0,Supervisory
712,149240,60.0,Supervisory
713,137000,60.0,Supervisory
714,167060,60.0,Supervisory
715,124880,60.0,Supervisory
716,214700,60.0,Supervisory
717,194820,60.0,Supervisory
718,73790,60.0,Supervisory
719,77910,60.0,Supervisory
720,118030,60.0,Supervisory
721,165000,60.0,Supervisory
722,-45180,60.0,Supervisory
723,204760,60.0,Supervisory
724,76880,60.0,Supervisory
725,114940,60.0,Supervisory
726,86820,60.0,Supervisory
727,136880,60.0,Supervisory
728,198940,60.0,Supervisory
729,66940,60.0,Supervisory
730,228090,60.0,Supervisory
731,203850,60.0,Supervisory
732,145910,60.0,Supervisory
733,87970,60.0,Supervisory
734,196880,60.0,Supervisory
735,78030,60.0,Supervisory
736,89550,60.0,Supervisory
737,187970,60.0,Supervisory
738,96760,60.0,Supervisory
739,126940,60.0,Supervisory
740,16880,60.0,Supervisory
741,-32150,60.0,Supervisory
742,169120,60.0,Supervisory
743,86820,60.0,Supervisory
744,6940,60.0,Supervisory
745,66940,60.0,Supervisory
746,178030,60.0,Supervisory
747,196880,60.0,Supervisory
748,165000,60.0,Supervisory
749,-19360,60.0,Supervisory
750,38940,70.0,Supervisory
751,96090,70.0,Supervisory
752,32640,70.0,Supervisory
753,-47240,70.0,Supervisory
754,-96270,70.0,Supervisory
755,84760,70.0,Supervisory
756,-83000,70.0,Supervisory
757,167060,70.0,Supervisory
758,136880,70.0,Supervisory
759,64880,70.0,Supervisory
760,114940,70.0,Supervisory
761,248640,70.0,Supervisory
762,75850,70.0,Supervisory
763,235970,70.0,Supervisory
764,75850,70.0,Supervisory
765,-45180,70.0,Supervisory
766,-96150,70.0,Supervisory
767,36760,70.0,Supervisory
768,109120,70.0,Supervisory
769,116090,70.0,Supervisory
770,65910,70.0,Supervisory
771,-101420,70.0,Supervisory
772,118030,70.0,Supervisory
773,115970,70.0,Supervisory
774,238030,70.0,Supervisory
775,-43120,70.0,Supervisory
776,38030,70.0,Supervisory
777,178030,70.0,Supervisory
778,-93180,70.0,Supervisory
779,78030,70.0,Supervisory
780,63850,70.0,Supervisory
781,-36150,70.0,Supervisory
782,24760,70.0,Supervisory
783,-68390,70.0,Supervisory
784,27850,70.0,Supervisory
785,134940,70.0,Supervisory
786,20640,70.0,Supervisory
787,-89300,70.0,Supervisory
788,-36150,70.0,Supervisory
789,9670,70.0,Supervisory
790,4880,70.0,Supervisory
791,134820,70.0,Supervisory
792,66030,70.0,Supervisory
793,158150,70.0,Supervisory
794,124880,70.0,Supervisory
795,169120,70.0,Supervisory
796,9120,70.0,Supervisory
797,-35240,70.0,Supervisory
798,115970,70.0,Supervisory
799,-54090,70.0,Supervisory
800,108090,80.0,Supervisory
801,-183120,80.0,Supervisory
802,-56150,80.0,Supervisory
803,83730,80.0,Supervisory
804,-44150,80.0,Supervisory
805,5910,80.0,Supervisory
806,53910,80.0,Supervisory
807,17910,80.0,Supervisory
808,-3000,80.0,Supervisory
809,25910,80.0,Supervisory
810,42940,80.0,Supervisory
811,58700,80.0,Supervisory
812,-5060,80.0,Supervisory
813,6940,80.0,Supervisory
814,4880,80.0,Supervisory
815,123850,80.0,Supervisory
816,-43120,80.0,Supervisory
817,66940,80.0,Supervisory
818,128090,80.0,Supervisory
819,-47240,80.0,Supervisory
820,4880,80.0,Supervisory
821,167060,80.0,Supervisory
822,-4030,80.0,Supervisory
823,127970,80.0,Supervisory
824,194820,80.0,Supervisory
825,760,80.0,Supervisory
826,-37300,80.0,Supervisory
827,174940,80.0,Supervisory
828,-43120,80.0,Supervisory
829,-34090,80.0,Supervisory
830,3850,80.0,Supervisory
831,21670,80.0,Supervisory
832,21670,80.0,Supervisory
833,65910,80.0,Supervisory
834,207180,80.0,Supervisory
835,168090,80.0,Supervisory
836,-111360,80.0,Supervisory
837,-107240,80.0,Supervisory
